Unnamed: 0,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,meal_time,calcium_magnesium_ratio,vitamin_c_e_ratio,saturated_unsaturated_fatty_acids_ratio,total_essential_amino_acids,total_carbohydrates,antioxidant_capacity,energy_density
3003,"Beans, canned, mature seeds, great northern",100,114,4,1,0.0,37.0,0.295,0.0081,0.0,0.461,0.278,0.06,0.143,0.0025,0.0,0.0,0.0,0.0,0.0,0,0.0,0.106,0.013,0.0,0.079,0.079,3e-05,5.3,0.16,0.157,5.1,0.408,13.6,35.1,4.1e-05,0.065,737,335,404,923,69,1184,298,202,0,349,626,516,96,435,421,462,271,88,174,425,2102,49,141,0,0,0,0,0,0,39,120,18,161,0.0,0,133,0.0,0.0,6989,Breakfast,1.0392156862745099,0.16455696202531644,0,2806,2292,0.094541,1
3004,"Vitasoy USA, Organic Nasoya Extra Firm Tofu",100,98,52,7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.0002,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,13,40,0,0,0,0,0,0,520,700,1400,3100,0.0,0,120,0.0,0.0,8090,Breakfast,0.0,0.0,0,0,313,0.0925,0
3005,"Yokan, prepared from adzuki beans and sugar",100,260,1,0,0.0,8.3,0.0,0.0008,0.0,0.057,0.099,0.004,0.005,0.0025,0.0,0.0,0.0,0.0,0.0,0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,2.7,0.029,0.116,1.8,0.14,4.0,4.5,2.3e-05,0.007,329,192,213,390,31,513,125,87,0,131,276,248,35,174,145,161,112,32,98,169,6072,0,0,0,0,0,0,0,0,12,43,11,26,0.0,0,42,0.0,0.0,3545,Supper,1.5,0.0,1,1177,6072,0.002523,2
3006,"Cheese, part-skim, low moisture, mozzarella",100,295,20,11,0.064,66.6,0.142,0.0027,0.0,0.111,0.429,0.353,0.024,2.0725,0.0223,0.0,0.0051,0.0,0.0,0,0.000168,0.1,0.0,0.0375,0.05,0.05,1.3e-05,69.7,0.033,0.022,2.7,0.039,54.8,18.8,0.000276,0.362,2375,757,551,1749,124,4776,551,551,0,1216,1956,1034,551,1083,2519,787,1053,551,1117,1416,558,0,190,0,78,0,112,0,0,1978,11295,5741,1019,6.4,0,383,0.0,0.0,4707,Supper,25.814814814814813,0.0,1,8860,748,2.1227759999999996,2
3007,"Nuts, with salt added, plain, cashew butter",100,609,53,11,0.0,29.5,0.483,0.0055,0.0,1.108,0.0,0.159,0.158,0.0,0.0,0.0,0.0,0.0,0.0018,0,0.0,0.203,0.0,0.0,0.508,0.508,0.000303,6.1,1.758,0.491,20.6,0.0,38.8,44.7,9.3e-05,0.443,1212,472,1198,1013,222,2542,529,257,0,445,831,523,204,537,458,609,388,162,286,617,3030,30,909,0,0,0,0,0,0,5303,10606,26709,13371,0.0,0,250,0.0,0.0,234,Supper,0.2961165048543689,0.0,0,3707,3969,0.508093,6
3008,"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",100,309,17,73,0.039,45.5,0.0,0.0,0.0,0.85,0.425,0.185,0.139,1.355,0.0123,0.0,0.0,0.0,0.0,0,7.1e-05,0.0,0.0,0.0,0.121,0.121,9.6e-05,42.2,0.082,0.064,2.8,0.211,29.7,17.7,0.000281,0.212,1623,514,699,1303,436,4781,396,257,0,798,1655,1328,461,963,1688,1122,556,136,818,1051,2285,16,276,89,25,89,7,66,0,1699,7327,4420,3161,3.9,0,273,0.0,0.0,4121,Supper,15.071428571428573,0.0,0,6948,2577,1.476281,3
3009,"GLUTINO, Vanilla Creme, Gluten Free Cookies",100,487,19,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7734,0,4943,26,0,128,0,0,4789,1879,8094,6253,1917,0.0,0,39,0.0,0.0,129,Supper,0.0,0.0,0,0,12677,0.0,4
3010,"GLUTINO, Milk Chocolate, Gluten Free Wafers",100,541,30,15,0.0,12.2,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.259,0.367,4.1,0.411,14.4,34.0,0.0,0.078,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6282,16,4099,0,0,0,392,0,3707,3042,15299,9462,2274,0.0,0,133,0.0,0.0,137,Supper,2.658536585365854,0.0,1,0,10397,0.0,5
3011,"Shortening, composite, household, vegetable",100,884,100,25,0.0,0.4,0.002,0.0,0.0,0.0,0.68,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.001,0.0,0.0,0.613,0.613,0.000532,0.1,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9997,24980,41186,28097,0.0,0,3,0.0,0.0,0,Supper,0.0,0.0,0,0,0,0.613,8
3012,"KELLOGG'S, Buttermilk, Pancakes, EGGO Minis",100,251,82,13,0.011,52.1,0.0,0.0055,0.0,3.6,0.0,0.31,0.27,2.2725,0.0273,0.0,0.0,0.0,0.0,0,0.00011,0.36,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.41,0.1,0.0,18.2,5.8,0.0,0.0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,10,1030,0,0,0,0,0,0,820,1300,1900,4400,1.1,0,0,0.0,0.0,4420,Supper,36.0,0.0,0,0,5000,2.2725,2
3013,"Peanuts, without salt, oil-roasted, spanish",100,579,49,76,0.0,0.6,0.0,0.0126,0.0,14.933,1.392,0.085,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.256,0.0,0.0,0.0,0.0,0.0,10.0,0.661,0.228,16.8,2.355,38.7,77.6,7.5e-05,0.2,2801,1113,3349,3416,359,5852,1687,708,0,985,1816,1005,344,1452,1236,1380,959,272,1139,1175,1745,89,0,0,0,0,0,0,0,4904,7555,22073,17008,0.0,0,372,0.0,0.0,178,Supper,0.5952380952380952,0.0,0,8008,1834,7.5e-05,5
3014,"Cardoon, with salt, drained, boiled, cooked",100,20,1,0,0.0,41.2,0.0,0.0022,0.0,0.294,0.097,0.031,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.042,0.017,0.0,0.0,0.0,0.0,7.2,0.029,0.073,4.3,0.133,2.3,39.2,1e-05,0.018,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,17,0,0,0,0,0,0,0,11,12,20,44,0.0,0,93,0.0,0.0,9346,Breakfast,1.6744186046511629,0.0,0,0,491,0.01701,0
3015,"Carrots, with salt, drained, boiled, cooked",100,35,2,0,0.0,30.2,0.088,0.0002,0.0,0.645,0.232,0.044,0.066,42.5825,0.0852,0.3776,0.8332,0.0,0.0194,0,0.0,0.153,0.036,0.0,0.103,0.103,0.000137,3.0,0.017,0.034,1.0,0.155,3.0,23.5,7e-06,0.02,76,93,75,156,68,301,38,33,0,63,84,83,17,50,44,44,157,10,35,56,822,30,345,36,0,40,0,0,270,18,37,7,107,0.0,0,67,0.0,0.0,9017,Breakfast,3.0,0.34951456310679613,0,520,1197,42.721507,0
3016,"Cereals ready-to-eat, RALSTON Corn Biscuits",100,367,11,2,0.0,76.7,0.11,0.0667,0.0,21.833,0.117,1.697,1.52,10.4175,0.1092,0.0,0.0261,0.0234,0.0,0,0.0005,2.23,0.185,0.8325,0.01,0.01,0.0,37.8,0.073,3.837,1.5,0.223,3.8,20.0,2.2e-05,1.713,583,590,157,666,87,1563,197,163,0,253,1036,53,103,403,933,330,243,30,190,297,8579,26,951,0,0,0,0,0,951,105,193,133,347,0.0,0,374,0.0,0.0,359,Supper,25.2,18.5,0,2418,9556,10.612522,3
3017,"Gravy, slow roast, chicken, FRANCO-AMERICAN",100,34,9,0,0.008,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4225,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,85,0,0,0,0.8,0,187,0.0,0.0,9050,Breakfast,0.0,0.0,0,0,508,0.4225,0
3018,"Hazelnuts, beaked (Northern Plains Indians)",100,628,53,0,0.0,0.2,0.0,0.0,0.0,3.19,0.0,0.16,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,44.1,1.2,0.312,23.5,7.6,41.1,73.8,0.0,0.206,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,98,0,0,0,0,0,0,0,5299,0,0,0,0.0,0,322,0.0,0.0,592,Supper,1.8765957446808512,0.0,0,0,2396,0.0,6
3019,"KELLOGG'S, Savory Herb Crackers, SPECIAL K",100,406,10,15,0.0,80.9,0.0,0.003,0.0,3.8,0.0,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0,1e-05,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,8.0,0.0,26.4,25.3,0.0,0.23,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7380,98,1060,0,0,0,0,0,0,1000,1500,2200,5100,0.0,0,0,0.0,0.0,250,Supper,0.0,0.0,0,0,8538,0.0,4
3020,"Salad dressing, fat-free, italian dressing",100,47,9,3,0.002,112.9,0.04,0.0012,0.0,0.135,0.0,0.053,0.031,0.1925,0.0004,0.0,0.004,0.0011,0.0,0,3.1e-05,0.0,0.004,0.0,0.076,0.076,1.6e-05,3.0,0.116,0.04,0.5,0.032,10.9,10.2,2e-05,0.036,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,6,885,559,0,282,0,15,29,87,295,235,192,0.2,0,347,0.0,0.0,8595,Breakfast,6.0,0.052631578947368425,0,0,1766,0.27252000000000004,0
3021,"WORTHINGTON Diced Chik, unprepared, canned",100,80,7,0,0.001,34.4,0.0,0.0,0.0,7.3,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,4e-05,0.1,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.2,0.0,0.0,0.0,21.6,0.0,0.07,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,14,10,0,0,0,0,0,0,70,0,0,0,0.1,0,190,0.0,0.0,7900,Breakfast,0.0,0.0,0,0,394,0.0,0
3022,"Fish, drained solids, canned, pink, salmon",100,138,5,9,0.083,38.1,0.878,0.0004,0.0,7.409,0.563,0.202,0.027,0.1625,0.002,0.0,0.0,0.0,0.0,0,0.000495,0.105,0.0,1.45,0.128,0.128,1e-06,28.3,0.082,0.077,3.2,0.031,37.9,33.3,0.000395,0.096,2310,1472,1449,2899,179,3268,1421,611,0,1074,1759,1980,649,951,976,1019,1200,249,835,1238,0,0,0,0,0,0,0,0,0,502,895,1211,1507,8.3,0,250,0.0,0.0,7071,Lunch,8.84375,0.0,0,9100,0,0.29089499999999996,1
3023,"Cereals ready-to-eat, FRUITY PEBBLES, POST",100,402,4,36,0.0,53.1,0.037,0.037,0.0366,18.52,0.0,1.57,1.39,6.945,0.0833,0.0,0.0,0.0,0.0,0,0.000556,1.85,0.222,0.74,0.013,0.013,1.3e-05,1.9,0.14,0.667,1.6,0.0,7.1,7.2,0.000102,0.556,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8610,8,3428,0,0,0,0,0,0,402,3600,160,120,0.0,0,250,0.0,0.0,300,Supper,1.1874999999999998,17.076923076923077,12,0,12046,7.180102000000001,4
3024,"Nuts, with salt added, dry roasted, pecans",100,710,74,63,0.0,38.3,0.0,0.0016,0.0,1.167,0.703,0.107,0.45,0.35,0.0007,0.0,0.0084,0.0,0.0,0,0.0,0.187,0.007,0.0,0.13,0.13,0.0,7.2,1.167,0.28,13.2,3.933,29.3,42.4,4e-05,0.507,950,411,1220,963,158,1895,469,271,0,348,619,297,189,441,376,491,317,96,223,426,1355,94,406,4,0,4,0,0,400,7427,6283,43957,20572,0.0,0,156,0.0,0.0,112,Supper,0.5454545454545455,0.05384615384615384,0,2733,1855,0.48704,7
3025,"Cereals ready-to-eat, KING VITAMAN, QUAKER",100,381,34,16,0.0,82.5,0.083,0.1334,0.1315,16.842,0.56,1.425,1.268,8.38,0.0968,0.0044,0.0067,0.0,0.1131,0,0.0005,1.672,0.4,0.0,0.455,0.455,2e-06,1.0,0.091,2.9,8.2,0.412,25.0,26.8,6.5e-05,1.271,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8385,34,2027,0,0,0,0,0,0,344,1584,644,1117,0.0,0,295,0.0,0.0,335,Supper,0.12195121951219513,0.8791208791208791,0,0,10446,9.235065,3
3026,"Turkey, raw, meat only, wing, retail parts",100,112,25,5,0.066,6.9,0.504,0.0007,0.0,6.377,0.68,0.127,0.038,0.0425,0.0005,0.0,0.0,0.0,0.0,0,9.2e-05,0.705,0.0,0.0175,0.011,0.011,0.0,0.6,0.047,0.06,1.9,0.005,14.7,22.2,0.000216,0.261,2248,1356,1431,2122,215,3449,1050,689,0,806,1861,2317,627,814,1086,952,979,277,772,847,0,0,0,0,0,0,0,0,0,249,458,478,472,6.6,0,94,0.0,0.0,7505,Breakfast,0.3157894736842105,0.0,0,8528,0,0.05371600000000001,1
3027,"Vitasoy USA Organic Nasoya, Tofu Plus Firm",100,74,34,3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000143,0.5,0.0,0.2525,0.0,0.0,0.0,23.7,0.0,0.13,0.0,0.0,12.1,0.0,0.0,0.0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,8,30,0,0,0,0,0,0,340,300,1100,2100,0.0,0,120,0.0,0.0,8450,Breakfast,0.0,0.0,0,0,209,0.0,0
3028,"Taro leaves, without salt, steamed, cooked",100,24,4,1,0.0,0.2,0.21,0.0048,0.0,1.267,0.044,0.38,0.139,10.595,0.0212,0.0,0.0,0.0,0.0,0,0.0,0.072,0.355,0.0,0.0,0.0,0.0,8.6,0.14,0.118,2.0,0.371,2.7,46.0,9e-06,0.021,272,0,120,0,35,0,0,62,0,142,214,134,43,107,0,0,91,26,97,140,402,20,0,0,0,0,0,0,0,41,83,33,168,0.0,0,70,0.0,0.0,9215,Breakfast,4.3,0.0,0,897,422,10.950009000000001,0
3029,"Wheat flour, enriched, tortilla mix, white",100,405,11,41,0.0,67.7,0.111,0.0136,0.0112,5.82,0.394,0.493,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.04,0.0,0.0,0.164,0.164,1.1e-05,20.5,0.1,0.705,2.1,0.614,21.0,10.0,0.0,0.064,966,310,390,407,205,3253,347,215,0,334,664,213,171,486,1120,483,263,119,291,388,6714,0,0,0,0,0,0,0,0,1063,4100,4541,1522,0.0,0,249,0.0,0.0,1008,Supper,9.761904761904761,0.0,0,2638,6714,0.164,4
3030,"Ice cream, chocolate covered, bar or stick",100,331,24,13,0.028,6.8,0.297,0.0007,0.0,0.175,0.479,0.261,0.062,0.3075,0.0019,0.0,0.0044,0.0,0.0,0,4.9e-05,0.043,0.0,0.0175,0.042,0.042,1.3e-05,11.9,0.076,0.029,2.8,0.078,17.3,30.5,2.4e-05,0.082,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,8,1830,0,0,0,0,0,0,2410,13202,6387,3257,2.8,0,100,0.3,3.2,4630,Supper,4.25,0.0,1,0,4288,0.349524,3
3031,"Babyfood, banana juice with low fat yogurt",100,89,8,5,0.003,3.7,0.114,0.0006,0.0,0.27,0.0,0.1,0.03,0.07,0.0006,0.0003,0.0005,0.0,0.0016,0,4.3e-05,0.12,0.339,0.0025,0.005,0.005,4e-06,7.9,0.03,0.02,1.0,0.0,6.5,16.0,1.6e-05,0.014,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754,4,1328,0,0,0,0,0,0,80,517,219,22,0.3,0,66,0.0,0.0,7850,Breakfast,7.9,67.8,2,0,3086,0.41401600000000005,0
3032,"Fish, dry heat, cooked, wild, coho, salmon",100,139,43,11,0.055,5.8,0.72,0.0013,0.0,7.95,0.81,0.14,0.075,0.4225,0.0051,0.0,0.0,0.0,0.0,0,0.0005,0.568,0.014,1.1275,0.092,0.092,1e-06,4.5,0.071,0.061,3.3,0.019,32.2,43.4,0.00038,0.056,2345,1418,1403,2401,251,3501,1126,690,0,1081,1906,2154,694,915,829,957,1028,263,792,1208,0,0,0,0,0,0,0,0,0,430,1054,1581,1273,5.5,0,130,0.0,0.0,7150,Lunch,1.3636363636363638,0.15217391304347827,0,9249,0,0.52888,1
3033,"Broadbeans (fava beans), raw, mature seeds",100,341,15,3,0.0,1.3,0.958,0.0423,0.0,2.832,0.976,0.333,0.555,0.1325,0.0003,0.0,0.0032,0.0,0.0,0,0.0,0.366,0.014,0.0,0.005,0.005,9e-05,10.3,0.824,0.67,19.2,1.626,42.1,106.2,8.2e-05,0.314,2612,1070,2411,2916,334,4437,1095,664,0,1053,1964,1671,213,1103,1099,1195,928,247,827,1161,5829,250,570,0,0,0,0,0,0,153,254,303,627,0.0,0,308,0.0,0.0,1098,Supper,0.5364583333333334,2.8,0,8340,6649,0.15158200000000002,3
3034,"KEEBLER, Vienna Fingers with Creme Filling",100,492,20,67,0.0,30.1,0.0,0.0071,0.0,2.2,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.0,0.0,5.4,0.7,0.0,0.0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7320,15,3360,0,0,0,0,0,0,2010,6700,3700,9300,0.0,0,0,0.0,0.0,250,Supper,0.0,0.0,0,0,10695,0.0,4
3035,"KEEBLER, Iced Lemonade Cookies, TRADITIONS",100,502,24,8,0.007,26.2,0.0,0.0085,0.0,2.8,0.0,0.22,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.9,0.0,6.0,6.0,0.0,0.03,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6630,10,2990,0,0,0,0,0,0,2440,8000,5500,9000,0.7,0,0,0.0,0.0,340,Supper,0.0,0.0,0,0,9630,0.0,5
3036,"Chicken, reheated, breaded, frozen, thighs",100,334,22,52,0.087,81.3,0.0,0.002,0.0,4.263,1.15,0.29,0.15,0.3125,0.0037,0.0,0.0,0.0,0.0,0,5.4e-05,0.14,0.0,0.0,0.119,0.119,0.0,7.5,0.119,0.126,3.1,0.288,19.0,27.9,0.000257,0.139,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,1,0,0,0,0,0,0,0,2245,5207,10123,4813,8.7,0,303,0.0,0.0,4163,Supper,2.4193548387096775,0.0,0,0,1424,0.431757,3
3037,"Borage, with salt, drained, boiled, cooked",100,25,8,2,0.0,32.4,0.0,0.001,0.0,0.94,0.045,0.165,0.059,10.9625,0.0219,0.0,0.0,0.0,0.0,0,0.0,0.088,0.325,0.0,0.0,0.0,0.0,10.2,0.143,0.364,5.7,0.385,5.5,49.1,9e-06,0.022,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,81,197,245,127,0.0,0,167,0.0,0.0,9188,Breakfast,1.789473684210526,0.0,0,0,355,11.287509,0
3038,"Peanuts, with salt, oil-roasted, all types",100,599,53,87,0.0,32.0,0.553,0.012,0.0,13.825,1.202,0.089,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.461,0.008,0.0,0.694,0.694,0.0,6.1,0.533,0.152,17.6,1.845,39.7,72.6,3.3e-05,0.328,2803,1092,3247,3272,375,5422,1621,655,0,978,1812,945,291,1427,1173,1285,610,231,1006,1146,1526,94,418,8,0,8,0,0,403,5250,8655,25995,15303,0.0,0,275,0.0,0.0,145,Supper,0.34659090909090906,0.011527377521613834,0,7440,2038,0.7020329999999999,5
3039,"Nuts, with salt added, oil roasted, pecans",100,715,75,72,0.0,39.3,0.0,0.0015,0.0,1.2,0.737,0.11,0.473,0.26,0.0005,0.0,0.0062,0.0,0.0,0,0.0,0.187,0.007,0.0,0.253,0.253,0.0,6.7,1.2,0.247,12.1,3.7,26.3,39.2,6e-05,0.447,920,398,1181,933,153,1835,454,262,0,337,600,288,183,428,364,476,307,93,216,413,1301,95,397,4,0,4,0,0,390,7523,7238,40970,23584,0.0,0,142,0.0,0.0,113,Supper,0.5537190082644629,0.02766798418972332,0,2649,1793,0.52006,7
3040,"Fish, dry heat, cooked, Atlantic, wolffish",100,123,31,5,0.059,10.9,0.0,0.0006,0.0,2.598,0.658,0.097,0.208,1.0825,0.013,0.0,0.0,0.0,0.0,0,0.000235,0.462,0.0,0.0,0.0,0.0,0.0,0.8,0.037,0.012,3.8,0.019,25.6,38.5,0.000468,0.1,2244,1357,1343,2297,241,3349,1077,661,0,1034,1824,2061,664,876,793,915,984,251,757,1156,0,0,0,0,0,0,0,0,0,306,468,1072,1083,5.9,0,149,0.0,0.0,7423,Lunch,0.2105263157894737,0.0,0,8850,0,1.082968,1
3041,"Fish, dry heat, cooked, greenland, halibut",100,239,18,31,0.059,10.3,0.0,0.0001,0.0,1.923,0.288,0.103,0.073,0.15,0.0018,0.0,0.0,0.0,0.0,0,9.6e-05,0.485,0.0,0.0,0.0,0.0,0.0,0.4,0.038,0.085,3.3,0.015,21.0,34.4,0.000468,0.051,1842,1114,1102,1887,197,2750,884,542,0,849,1497,1692,545,719,651,752,808,206,622,949,0,0,0,0,0,0,0,0,0,1774,3102,10742,1753,5.9,0,128,0.0,0.0,6188,Lunch,0.12121212121212123,0.0,0,7265,0,0.150468,2
3042,"Beef, raw, 90% lean meat / 10% fat, ground",100,176,10,39,0.065,6.6,0.661,0.0006,0.0,5.072,0.601,0.151,0.042,0.035,0.0004,0.0,0.0,0.0,0.0,0,0.000221,0.369,0.0,0.0075,0.017,0.017,8e-06,1.2,0.072,0.224,2.0,0.01,18.4,32.1,0.000166,0.479,2000,1253,1302,1802,206,3000,1358,650,272,885,1560,1658,515,781,1020,801,775,102,616,983,0,0,0,0,0,0,0,0,0,1000,3927,4194,345,6.5,0,98,0.0,0.0,6945,Lunch,0.6,0.0,0,7259,0,0.052166000000000004,1
3043,"Beef, raw, 85% lean meat / 15% fat, ground",100,215,15,57,0.068,6.6,0.612,0.0006,0.0,4.649,0.549,0.151,0.042,0.035,0.0004,0.0,0.0,0.0,0.0,0,0.000217,0.346,0.0,0.0075,0.017,0.017,1.3e-05,1.5,0.067,0.209,1.8,0.01,17.1,29.5,0.000158,0.448,1859,1165,1210,1674,191,2788,1262,604,272,822,1450,1540,478,725,948,744,720,94,572,914,0,0,0,0,0,0,0,0,0,1500,5715,6469,433,6.8,0,91,0.0,0.0,6566,Lunch,0.8333333333333333,0.0,0,6743,0,0.052158,2
3044,"Beans, solids and liquids, canned, shellie",100,30,2,0,0.0,33.4,0.132,0.0018,0.0,0.205,0.133,0.054,0.032,0.57,0.0011,0.0,0.0137,0.0,0.0331,0,0.0,0.049,0.031,0.0,0.003,0.003,8e-05,2.9,0.08,0.099,1.5,0.382,3.0,10.9,2.1e-05,0.027,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,34,63,0,0,0,0,0,0,19,23,14,110,0.0,0,117,0.0,0.0,9069,Breakfast,1.9333333333333333,10.333333333333334,0,0,716,0.604021,0
3045,"Babyfood, strained, chicken noodle, dinner",100,66,21,6,0.016,3.8,0.105,0.0011,0.0003,0.723,0.198,0.061,0.044,5.455,0.011,0.0495,0.106,0.0,0.004,0,2e-06,0.064,0.001,0.0075,0.021,0.021,1.9e-05,2.7,0.07,0.064,1.4,0.16,4.6,13.9,3.7e-05,0.055,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,21,250,40,0,36,0,8,161,206,595,854,461,1.6,0,53,0.0,0.0,8564,Breakfast,1.9285714285714288,0.047619047619047616,0,0,1179,5.477037,0
3046,"Cookies, chocolate-coated, graham crackers",100,500,26,17,0.001,26.5,0.223,0.005,0.0038,1.7,0.377,0.15,0.27,0.02,0.0002,0.0,0.0,0.0,0.0013,0,1e-05,0.064,0.001,0.0025,0.099,0.099,6.4e-05,4.6,0.194,0.2,1.6,0.464,8.7,26.7,0.000111,0.02,400,134,154,220,71,1058,131,79,0,142,264,131,63,178,362,182,126,49,118,170,6678,22,3730,0,0,0,0,0,0,2580,17200,2700,4900,0.1,0,142,0.3,8.8,200,Supper,2.8749999999999996,0.0101010101010101,2,1123,10430,0.12011100000000001,5
3047,"Deer (venison), raw (Alaska Native), sitka",100,116,27,6,0.018,0.0,0.0,0.0,0.0,6.6,0.0,0.36,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,630,340,350,1.8,0,64,0.0,0.0,7500,Breakfast,0.0,0.0,0,0,0,0.0,1
3048,"Crackers, without salt, plain, melba toast",100,390,32,4,0.0,1.9,0.0,0.0124,0.0098,4.113,0.693,0.273,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,9.3,0.289,0.37,5.9,1.13,19.6,20.2,0.0,0.201,1210,395,435,532,265,4086,424,261,0,462,844,280,214,596,1366,586,342,140,339,520,7660,63,0,0,0,0,0,0,0,320,445,782,1282,0.0,0,300,0.0,0.0,510,Supper,1.576271186440678,0.0,0,3398,7723,0.0,3
